"idade_pessoa";"salario_anual";"tipo_imovel";"anos_trabalhados";"motivo_emprestimo";"pontuacao_emprestimo";"valor_emprestimo";"taxa_juros";"possibilidade_inadimplencia";"renda_percentual";"foi_inadimplente";"anos_primeiro_emprestimo"
23;44340;"Own";0.0;"Venture";"C";3000;12.98;0;0.07;"Y";3
51;667680;"Mortgage";19.0;"Personal";"C";10000;13.98;0;0.01;"Y";22
22;17352;"Mortgage";0.0;"Education";"C";2250;15.27;0;0.13;"Y";3
32;54000;"Mortgage";2.0;"Homeimprovement";"B";7125;9.99;1;0.13;"N";6
22;47540;"Mortgage";4.0;"Medical";"B";12250;10.62;0;0.26;"N";2
22;41000;"Rent";2.0;"Debtconsolidation";"D";3600;16.77;1;0.09;"Y";3
32;70000;"Own";1.0;"Medical";"A";14400;7.88;0;0.21;"N";10
32;61900;"Rent";4.0;"Homeimprovement";"C";1500;13.23;0;0.02;"Y";7
23;115000;"Mortgage";7.0;"Education";"C";10000;14.27;0;0.09;"N";2
23;56100;"Mortgage";3.0;"Medical";"B";5650;10.99;1;0.09;"N";3
32;1200000;"Mortgage";1.0;"Venture";"A";12000;7.51;0;0.01;"N";8
24;41000;"Rent";4.0;"Medical";"C";15600;12.87;1;0.38;"Y";3
42;24000;"Own";10.0;"Medical";"A";5000;0.0;0;0.21;"N";11
26;80000;"Mortgage";5.0;"Venture";"D";12000;16.29;0;0.15;"N";2
22;42000;"Rent";2.0;"Education";"A";6500;5.99;0;0.15;"N";2
24;56100;"Rent";7.0;"Medical";"D";25000;16.49;1;0.38;"N";4
23;98280;"Mortgage";7.0;"Personal";"A";9400;6.62;0;0.1;"N";3
27;60000;"Rent";8.0;"Medical";"A";7000;6.99;0;0.12;"N";8
32;35100;"Mortgage";3.0;"Venture";"D";10000;15.95;0;0.28;"Y";5
28;50000;"Rent";1.0;"Personal";"B";4800;10.37;0;0.1;"N";10
38;89000;"Mortgage";2.0;"Personal";"A";6000;5.42;0;0.07;"N";13
22;92496;"Mortgage";2.0;"Education";"A";10200;0.0;0;0.11;"N";4
24;54500;"Mortgage";7.0;"Medical";"D";8000;17.49;1;0.15;"N";4
34;334000;"Own";18.0;"Education";"C";18000;12.68;0;0.05;"Y";10
36;24000;"Mortgage";2.0;"Debtconsolidation";"A";1500;9.63;0;0.06;"N";16
27;21112;"Rent";0.0;"Personal";"D";3600;15.99;1;0.17;"Y";10
37;65000;"Rent";7.0;"Homeimprovement";"C";12000;13.98;0;0.18;"N";12
26;64999;"Own";5.0;"Venture";"C";10000;13.98;0;0.15;"Y";3
25;55000;"Mortgage";3.0;"Debtconsolidation";"A";24200;8.49;0;0.44;"N";3
32;59004;"Rent";0.0;"Medical";"D";8000;16.49;1;0.14;"Y";8
34;92000;"Mortgage";5.0;"Medical";"A";10000;7.51;0;0.11;"N";10
24;88000;"Mortgage";4.0;"Medical";"B";6000;9.91;0;0.07;"N";2
29;114500;"Mortgage";13.0;"Debtconsolidation";"E";30000;19.29;1;0.26;"N";6
23;14400;"Own";2.0;"Homeimprovement";"E";4000;16.7;1;0.28;"N";2
23;48000;"Rent";3.0;"Medical";"A";4800;5.42;0;0.1;"N";3
22;60000;"Mortgage";7.0;"Venture";"C";7000;13.61;0;0.12;"Y";3
26;45608;"Own";8.0;"Homeimprovement";"A";11000;6.62;0;0.24;"N";2
28;148000;"Mortgage";0.0;"Homeimprovement";"D";15000;15.65;1;0.1;"Y";5
28;64000;"Rent";1.0;"Personal";"C";10000;11.66;0;0.16;"N";5
27;25000;"Rent";0.0;"Homeimprovement";"D";3000;15.62;1;0.12;"N";5
22;130000;"Mortgage";3.0;"Venture";"B";24250;12.18;0;0.19;"N";4
31;76500;"Rent";1.0;"Education";"B";14000;11.49;0;0.18;"N";10
22;34000;"Mortgage";6.0;"Venture";"D";15000;15.99;1;0.44;"Y";2
27;34928;"Rent";1.0;"Homeimprovement";"E";11500;16.0;1;0.33;"N";5
31;33600;"Rent";0.0;"Medical";"B";4000;11.49;0;0.12;"N";5
22;65000;"Own";1.0;"Venture";"D";5000;15.37;0;0.08;"N";4
27;85000;"Rent";11.0;"Debtconsolidation";"C";6000;13.43;0;0.07;"Y";5
27;63000;"Mortgage";12.0;"Personal";"A";18000;7.49;0;0.29;"N";9
22;40000;"Mortgage";5.0;"Debtconsolidation";"B";8000;9.76;0;0.2;"N";4
29;54000;"Mortgage";1.0;"Personal";"G";25000;20.16;1;0.46;"Y";8
26;80000;"Mortgage";0.0;"Education";"A";6300;5.79;0;0.08;"N";4
23;25200;"Rent";7.0;"Education";"B";7200;11.86;1;0.29;"N";4
23;87000;"Mortgage";5.0;"Debtconsolidation";"C";15000;14.35;0;0.17;"N";2
23;38400;"Rent";3.0;"Debtconsolidation";"A";6250;8.9;0;0.16;"N";4
37;6000;"Own";3.0;"Venture";"A";1300;6.03;1;0.22;"N";11
26;51500;"Mortgage";3.0;"Homeimprovement";"D";9600;15.21;0;0.19;"Y";4
25;66420;"Mortgage";1.0;"Education";"B";4000;12.18;0;0.06;"N";2
24;25000;"Rent";3.0;"Medical";"B";3000;10.95;0;0.12;"N";2
23;120000;"Mortgage";8.0;"Venture";"A";14000;8.94;0;0.12;"N";3
32;45000;"Rent";0.0;"Education";"B";5600;11.36;0;0.12;"N";10
25;60000;"Rent";3.0;"Homeimprovement";"A";7000;6.92;0;0.12;"N";2
27;72000;"Rent";9.0;"Education";"B";25000;10.75;1;0.35;"N";8
29;71000;"Rent";1.0;"Medical";"C";12000;0.0;0;0.17;"N";5
21;37000;"Rent";0.0;"Personal";"B";4000;10.08;0;0.11;"N";3
25;55000;"Rent";3.0;"Debtconsolidation";"B";1200;11.58;0;0.02;"N";4
27;66000;"Rent";11.0;"Debtconsolidation";"D";6000;0.0;1;0.09;"N";8
30;64600;"Rent";0.0;"Medical";"A";21500;6.91;1;0.28;"N";10
29;74100;"Rent";3.0;"Venture";"C";4500;13.61;0;0.06;"Y";8
34;60000;"Rent";0.0;"Education";"C";12000;12.22;0;0.2;"Y";7
28;130000;"Own";10.0;"Education";"B";24000;11.83;0;0.18;"N";10
22;36000;"Rent";0.0;"Personal";"A";4000;8.94;0;0.11;"N";4
24;26000;"Rent";1.0;"Medical";"C";5375;13.47;0;0.21;"Y";4
29;52000;"Rent";3.0;"Debtconsolidation";"C";10800;14.27;0;0.21;"N";5
25;98000;"Mortgage";9.0;"Homeimprovement";"E";25000;16.45;1;0.26;"N";4
30;102540;"Mortgage";6.0;"Homeimprovement";"A";1500;7.9;0;0.01;"N";5
27;55000;"Rent";3.0;"Debtconsolidation";"C";20000;13.48;1;0.36;"N";9
24;80000;"Rent";3.0;"Venture";"C";20000;13.06;0;0.25;"Y";3
53;85000;"Rent";2.0;"Personal";"A";8000;7.74;0;0.09;"N";26
26;50000;"Own";11.0;"Homeimprovement";"B";1800;11.49;0;0.04;"N";4
29;35000;"Mortgage";14.0;"Education";"C";8000;12.68;0;0.23;"Y";9
36;42000;"Rent";1.0;"Education";"A";21000;7.49;1;0.5;"N";11
22;51000;"Rent";6.0;"Education";"A";7500;5.99;0;0.15;"N";3
26;110000;"Mortgage";0.0;"Venture";"A";15600;6.17;0;0.14;"N";4
23;38000;"Rent";0.0;"Medical";"A";8000;6.17;0;0.21;"N";2
30;30000;"Rent";11.0;"Medical";"B";1000;0.0;1;0.03;"N";10
27;32760;"Rent";4.0;"Personal";"D";5000;15.21;0;0.15;"Y";9
22;28800;"Mortgage";2.0;"Medical";"A";10000;7.49;0;0.35;"N";2
22;14400;"Rent";5.0;"Venture";"A";2800;6.54;1;0.19;"N";3
26;67000;"Mortgage";10.0;"Personal";"B";10000;12.21;0;0.15;"N";3
34;78000;"Rent";9.0;"Debtconsolidation";"E";15000;16.4;1;0.19;"N";5
26;65004;"Mortgage";7.0;"Homeimprovement";"B";20000;10.36;0;0.31;"N";3
23;65000;"Mortgage";0.0;"Education";"C";8500;15.23;0;0.13;"Y";3
27;44000;"Mortgage";3.0;"Education";"C";6400;13.85;0;0.15;"Y";7
28;138996;"Mortgage";3.0;"Personal";"C";20000;13.79;0;0.14;"Y";9
31;95000;"Mortgage";1.0;"Debtconsolidation";"B";25000;10.08;0;0.26;"N";6
42;42000;"Rent";0.0;"Personal";"B";12000;10.37;0;0.29;"N";11
26;108000;"Mortgage";4.0;"Personal";"A";9000;5.79;0;0.08;"N";2
33;61500;"Rent";7.0;"Education";"A";6000;5.79;0;0.1;"N";10
32;70000;"Mortgage";7.0;"Personal";"A";6000;5.42;0;0.09;"N";6
31;110000;"Mortgage";4.0;"Debtconsolidation";"B";6000;11.99;0;0.05;"N";7
30;58000;"Rent";2.0;"Medical";"A";15000;8.49;0;0.26;"N";10
22;57600;"Own";6.0;"Venture";"A";6500;7.49;0;0.11;"N";3
23;30000;"Mortgage";4.0;"Debtconsolidation";"B";4800;10.65;1;0.16;"N";3
26;49992;"Mortgage";10.0;"Debtconsolidation";"B";6000;10.99;0;0.12;"N";2
24;77385;"Rent";6.0;"Debtconsolidation";"A";9200;6.03;0;0.12;"N";3
32;82000;"Mortgage";13.0;"Personal";"B";10000;10.36;0;0.12;"N";6
22;36000;"Rent";1.0;"Personal";"A";1000;7.68;0;0.03;"N";4
37;95000;"Rent";3.0;"Medical";"A";10000;7.88;0;0.11;"N";13
24;71000;"Mortgage";8.0;"Education";"B";3500;11.49;0;0.05;"N";2
23;85000;"Rent";2.0;"Medical";"B";9600;10.99;0;0.11;"N";4
23;97600;"Mortgage";7.0;"Medical";"A";14500;7.51;0;0.15;"N";2
25;61680;"Rent";1.0;"Venture";"C";7600;13.23;1;0.12;"N";4
44;57000;"Rent";1.0;"Personal";"B";4200;0.0;0;0.07;"N";11
24;37000;"Other";2.0;"Education";"B";5000;11.58;0;0.14;"N";3
26;90000;"Rent";8.0;"Personal";"C";8400;0.0;0;0.09;"N";2
25;106226;"Other";9.0;"Education";"B";14000;0.0;0;0.06;"N";6
22;38004;"Own";0.0;"Venture";"D";3000;12.92;0;0.08;"Y";3
24;60000;"Mortgage";8.0;"Venture";"A";2800;9.32;0;0.05;"N";4
22;60000;"Rent";6.0;"Medical";"B";6000;11.99;0;0.1;"N";3
22;32400;"Mortgage";1.0;"Debtconsolidation";"A";5500;0.0;0;0.17;"N";2
24;37000;"Rent";3.0;"Venture";"B";5500;9.2;0;0.15;"N";3
22;35000;"Rent";1.0;"Venture";"C";8000;12.41;0;0.23;"N";3
28;50000;"Rent";1.0;"Education";"C";15000;10.28;0;0.3;"N";5
27;31897;"Rent";8.0;"Medical";"C";14125;12.68;1;0.44;"N";10
23;29000;"Rent";4.0;"Medical";"D";13450;12.61;1;0.46;"N";3
34;65000;"Mortgage";6.0;"Debtconsolidation";"A";12300;0.0;0;0.19;"N";10
24;77964;"Rent";4.0;"Debtconsolidation";"D";9600;14.42;1;0.12;"N";2
21;23040;"Own";0.0;"Education";"A";15000;8.94;0;0.65;"N";2
34;67000;"Rent";7.0;"Education";"B";20000;11.71;0;0.3;"N";9
22;44000;"Rent";5.0;"Homeimprovement";"B";15000;11.11;1;0.34;"N";3
37;21600;"Rent";4.0;"Medical";"D";3800;0.0;1;0.18;"N";11
29;93000;"Rent";1.0;"Homeimprovement";"B";10000;11.14;0;0.11;"N";8
27;48000;"Rent";9.0;"Debtconsolidation";"C";14000;13.79;1;0.29;"N";10
21;63636;"Other";6.0;"Medical";"A";7000;10.99;0;0.11;"N";2
24;54000;"Mortgage";8.0;"Personal";"B";4000;9.99;0;0.07;"N";2
23;39975;"Rent";0.0;"Personal";"C";7500;0.0;0;0.19;"Y";2
29;123000;"Rent";0.0;"Education";"A";6500;0.0;0;0.05;"N";10
39;97000;"Rent";15.0;"Personal";"B";3000;9.25;0;0.03;"N";17
22;45000;"Rent";3.0;"Medical";"A";5800;7.88;0;0.13;"N";3
23;33996;"Rent";1.0;"Education";"A";1500;6.99;0;0.04;"N";4
22;30000;"Rent";1.0;"Personal";"B";9375;11.71;1;0.31;"N";2
23;36000;"Rent";1.0;"Medical";"C";5000;13.22;0;0.14;"N";4
22;48000;"Mortgage";0.0;"Medical";"A";5000;6.03;0;0.1;"N";4
27;56400;"Rent";4.0;"Personal";"D";8000;16.77;0;0.14;"Y";10
40;52479;"Rent";17.0;"Personal";"D";6600;14.54;1;0.13;"N";13
21;60000;"Mortgage";4.0;"Education";"B";12000;11.36;0;0.2;"N";3
28;81000;"Mortgage";11.0;"Homeimprovement";"A";6000;6.17;0;0.07;"N";10
23;55000;"Rent";4.0;"Medical";"B";4000;12.53;0;0.07;"N";2
23;55000;"Mortgage";3.0;"Personal";"A";7500;7.51;0;0.14;"N";2
28;37152;"Rent";12.0;"Education";"D";2300;13.17;0;0.06;"N";7
32;135000;"Mortgage";10.0;"Personal";"B";10000;10.99;0;0.07;"N";6
34;75000;"Mortgage";14.0;"Medical";"B";10000;11.11;0;0.13;"N";10
23;35000;"Rent";0.0;"Debtconsolidation";"C";5200;13.92;0;0.15;"N";2
26;45000;"Rent";5.0;"Medical";"D";1800;14.11;0;0.04;"Y";2
29;100000;"Mortgage";9.0;"Venture";"C";25000;13.23;0;0.25;"Y";8
35;26000;"Rent";3.0;"Personal";"A";8000;7.9;1;0.31;"N";10
25;70000;"Rent";9.0;"Homeimprovement";"D";15000;16.02;0;0.21;"N";4
22;43000;"Rent";2.0;"Debtconsolidation";"A";14400;7.88;1;0.33;"N";2
27;66300;"Mortgage";11.0;"Medical";"D";21000;15.62;1;0.27;"Y";10
33;55259;"Rent";15.0;"Education";"D";11200;17.49;0;0.2;"N";5
31;50004;"Mortgage";15.0;"Debtconsolidation";"A";10000;8.0;0;0.2;"N";8
24;52000;"Mortgage";8.0;"Personal";"B";5000;10.99;0;0.1;"N";3
21;75000;"Rent";5.0;"Medical";"B";15000;10.37;0;0.2;"N";4
30;31000;"Mortgage";14.0;"Homeimprovement";"B";2400;10.65;1;0.08;"N";5
26;49000;"Rent";0.0;"Homeimprovement";"F";20000;19.79;1;0.41;"N";3
24;90000;"Rent";8.0;"Homeimprovement";"D";15000;17.58;0;0.17;"N";3
26;62500;"Mortgage";9.0;"Medical";"B";8000;11.49;0;0.13;"N";2
27;29000;"Rent";4.0;"Personal";"A";9750;7.51;1;0.34;"N";6
29;70000;"Mortgage";11.0;"Education";"C";6000;14.27;0;0.09;"Y";7
27;105000;"Rent";1.0;"Homeimprovement";"B";16000;0.0;0;0.15;"N";8
26;64000;"Mortgage";9.0;"Debtconsolidation";"D";8000;12.17;1;0.13;"N";4
33;62000;"Mortgage";3.0;"Homeimprovement";"A";3700;6.39;0;0.06;"N";6
23;13000;"Rent";3.0;"Personal";"D";2800;15.21;1;0.22;"Y";2
22;48000;"Rent";6.0;"Debtconsolidation";"A";16500;8.9;1;0.34;"N";3
22;59000;"Mortgage";6.0;"Debtconsolidation";"A";6400;0.0;0;0.11;"N";4
26;63000;"Rent";1.0;"Venture";"E";10000;16.4;1;0.16;"Y";2
25;125000;"Rent";3.0;"Homeimprovement";"B";7500;12.69;0;0.06;"N";4
26;161000;"Rent";10.0;"Venture";"A";30000;7.9;0;0.19;"N";4
29;62000;"Mortgage";5.0;"Debtconsolidation";"A";10000;5.99;0;0.16;"N";8
25;150000;"Mortgage";6.0;"Debtconsolidation";"C";5000;13.16;0;0.03;"Y";4
28;84000;"Mortgage";12.0;"Medical";"B";20500;10.0;0;0.24;"N";5
23;57000;"Mortgage";6.0;"Education";"D";17500;14.09;0;0.31;"Y";3
30;72000;"Rent";12.0;"Education";"A";12400;0.0;0;0.17;"N";5
26;132500;"Mortgage";1.0;"Homeimprovement";"B";12000;12.69;0;0.09;"N";3
21;55200;"Mortgage";5.0;"Venture";"A";8900;6.17;0;0.16;"N";2
35;45000;"Rent";3.0;"Medical";"B";12000;11.26;0;0.27;"N";5
22;69500;"Rent";6.0;"Debtconsolidation";"B";6000;10.65;0;0.09;"N";4
33;57500;"Mortgage";0.0;"Medical";"A";15000;6.03;0;0.26;"N";7
24;193000;"Mortgage";8.0;"Education";"C";10000;13.06;0;0.05;"N";4
23;70550;"Mortgage";7.0;"Medical";"A";15000;8.9;1;0.18;"N";4
36;33600;"Own";0.0;"Venture";"E";15000;18.39;0;0.45;"N";16
25;38400;"Rent";3.0;"Debtconsolidation";"B";15000;10.65;1;0.39;"N";2
36;37000;"Mortgage";3.0;"Personal";"A";7000;6.91;0;0.19;"N";13
23;66000;"Rent";2.0;"Medical";"A";10000;9.32;0;0.15;"N";4
26;78000;"Mortgage";7.0;"Venture";"A";7200;6.62;0;0.09;"N";4
23;65000;"Mortgage";4.0;"Education";"D";13600;15.62;0;0.21;"Y";2
24;62400;"Rent";8.0;"Venture";"B";20000;11.12;1;0.32;"N";2
37;78000;"Mortgage";5.0;"Debtconsolidation";"B";12000;9.83;0;0.15;"N";11
21;55000;"Rent";3.0;"Education";"B";4800;11.12;0;0.09;"N";4
32;80000;"Mortgage";15.0;"Venture";"A";12000;5.99;0;0.15;"N";8
27;90000;"Mortgage";2.0;"Personal";"E";20000;16.7;0;0.22;"N";9
31;165000;"Mortgage";3.0;"Homeimprovement";"C";15000;12.61;0;0.09;"N";7
21;78000;"Rent";4.0;"Venture";"A";10000;5.99;0;0.13;"N";2
31;70000;"Mortgage";0.0;"Medical";"A";3000;8.9;0;0.04;"N";8
24;37200;"Rent";8.0;"Debtconsolidation";"A";7200;7.9;0;0.19;"N";4
34;67500;"Rent";2.0;"Venture";"B";20000;0.0;0;0.3;"N";5
23;34000;"Rent";5.0;"Medical";"E";9000;17.06;1;0.26;"Y";4
22;26400;"Mortgage";0.0;"Personal";"B";1000;0.0;1;0.04;"N";2
24;104000;"Mortgage";2.0;"Venture";"A";19000;0.0;0;0.18;"N";4
30;75000;"Rent";0.0;"Personal";"B";5000;10.62;0;0.07;"N";5
26;86004;"Rent";0.0;"Education";"C";12000;12.99;0;0.14;"N";2
23;14000;"Rent";0.0;"Debtconsolidation";"C";1500;0.0;0;0.11;"Y";4
23;90000;"Mortgage";1.0;"Education";"A";4000;5.42;0;0.04;"N";3
28;61350;"Rent";12.0;"Debtconsolidation";"C";7000;12.98;1;0.11;"Y";8
38;67000;"Rent";6.0;"Homeimprovement";"D";13000;0.0;0;0.19;"N";17
22;31215;"Own";0.0;"Education";"B";14000;9.91;0;0.45;"N";3
23;46000;"Rent";7.0;"Homeimprovement";"C";10000;13.43;1;0.22;"N";4
24;80400;"Mortgage";5.0;"Personal";"A";12000;5.79;0;0.15;"N";2
23;37000;"Rent";7.0;"Education";"B";3000;10.75;1;0.08;"N";4
35;74984;"Rent";2.0;"Venture";"A";13500;7.29;0;0.18;"N";9
30;76000;"Mortgage";5.0;"Homeimprovement";"A";6250;7.88;0;0.08;"N";10
29;39000;"Rent";0.0;"Venture";"D";4000;15.99;1;0.1;"Y";5
23;34000;"Own";7.0;"Venture";"A";10950;7.29;0;0.32;"N";2
31;42000;"Rent";2.0;"Medical";"A";7000;7.9;0;0.17;"N";7
23;32000;"Mortgage";0.0;"Education";"B";1000;10.59;1;0.03;"N";2
24;57000;"Own";8.0;"Education";"A";9000;8.0;0;0.16;"N";4
25;44000;"Rent";9.0;"Medical";"C";8500;14.27;1;0.19;"N";4
22;47952;"Mortgage";0.0;"Venture";"A";15000;6.17;0;0.31;"N";4
22;48000;"Rent";6.0;"Venture";"B";5000;0.0;0;0.1;"N";2
30;75000;"Rent";5.0;"Homeimprovement";"B";22000;10.62;0;0.29;"N";10
26;30000;"Mortgage";5.0;"Homeimprovement";"B";2000;11.99;1;0.07;"N";2
32;67000;"Mortgage";12.0;"Medical";"B";10000;10.25;0;0.15;"N";9
26;60000;"Mortgage";10.0;"Medical";"A";12500;6.92;0;0.21;"N";3
29;125000;"Mortgage";5.0;"Personal";"A";12000;5.79;0;0.1;"N";7
21;37200;"Rent";1.0;"Debtconsolidation";"B";7000;10.99;0;0.19;"N";3
28;95680;"Mortgage";12.0;"Venture";"A";17000;7.88;0;0.18;"N";7
24;50000;"Rent";1.0;"Homeimprovement";"A";12000;7.51;0;0.24;"N";4
22;75000;"Mortgage";6.0;"Venture";"D";25000;15.57;1;0.33;"Y";4
30;33000;"Rent";4.0;"Debtconsolidation";"C";1000;14.79;0;0.03;"Y";9
21;18000;"Own";0.0;"Education";"B";5000;11.11;1;0.28;"N";2
22;65000;"Rent";0.0;"Personal";"B";10000;9.45;0;0.15;"N";3
31;86000;"Rent";2.0;"Debtconsolidation";"A";5000;0.0;0;0.06;"N";8
36;66000;"Rent";3.0;"Education";"A";10000;6.62;0;0.15;"N";12
22;36000;"Rent";1.0;"Debtconsolidation";"A";6000;7.51;0;0.17;"N";2
27;39600;"Mortgage";11.0;"Debtconsolidation";"A";4800;6.76;0;0.12;"N";9
22;58650;"Mortgage";6.0;"Medical";"D";25000;14.96;1;0.36;"N";2
23;63000;"Mortgage";7.0;"Education";"A";20000;7.9;0;0.32;"N";3
24;72000;"Rent";6.0;"Personal";"B";14400;10.0;0;0.2;"N";4
35;77040;"Mortgage";8.0;"Homeimprovement";"A";5900;5.99;0;0.08;"N";7
27;51000;"Rent";9.0;"Venture";"B";1600;10.59;0;0.03;"N";6
31;42000;"Rent";12.0;"Personal";"B";12000;0.0;0;0.29;"N";9
24;175000;"Own";3.0;"Venture";"B";8000;11.14;0;0.05;"N";4
28;230000;"Mortgage";12.0;"Debtconsolidation";"B";10000;10.95;0;0.04;"N";6
23;44004;"Rent";0.0;"Venture";"E";12000;16.0;1;0.27;"N";2
25;33280;"Rent";1.0;"Medical";"B";5500;0.0;0;0.17;"N";4
26;122000;"Mortgage";4.0;"Education";"C";4800;0.0;0;0.04;"Y";3
29;85000;"Mortgage";14.0;"Venture";"B";7500;11.49;0;0.09;"N";10
22;34000;"Rent";0.0;"Debtconsolidation";"C";3500;14.27;0;0.1;"Y";3
24;54000;"Mortgage";8.0;"Venture";"D";1500;14.42;1;0.03;"Y";2
29;78300;"Mortgage";1.0;"Venture";"F";10000;18.09;0;0.13;"Y";9
25;36000;"Rent";2.0;"Education";"C";3600;15.23;0;0.1;"N";4
42;101000;"Mortgage";6.0;"Debtconsolidation";"F";25000;16.15;1;0.25;"Y";14
46;180000;"Mortgage";31.0;"Medical";"B";18000;9.91;0;0.1;"N";12
25;63300;"Mortgage";0.0;"Education";"C";17600;12.53;0;0.28;"Y";4
34;39000;"Own";5.0;"Homeimprovement";"B";12000;11.99;0;0.31;"N";6
26;95000;"Mortgage";1.0;"Personal";"B";24000;10.99;0;0.25;"N";3
24;35000;"Rent";9.0;"Personal";"A";7000;5.99;0;0.2;"N";2
22;40542;"Mortgage";6.0;"Venture";"A";6250;0.0;0;0.15;"N";2
23;20124;"Rent";0.0;"Debtconsolidation";"C";5950;13.49;0;0.3;"Y";3
29;60000;"Rent";1.0;"Homeimprovement";"B";6000;10.01;0;0.1;"N";10
29;120000;"Mortgage";3.0;"Debtconsolidation";"C";6250;12.53;0;0.05;"N";9
43;61000;"Mortgage";3.0;"Debtconsolidation";"E";16000;0.0;1;0.26;"Y";17
22;21216;"Rent";0.0;"Medical";"B";1500;11.86;0;0.07;"N";2
23;58000;"Rent";4.0;"Education";"C";1200;15.23;0;0.02;"N";4
21;30000;"Rent";4.0;"Education";"D";3000;16.32;0;0.1;"Y";3
23;121000;"Mortgage";4.0;"Personal";"A";3600;5.79;0;0.03;"N";4
38;49000;"Mortgage";10.0;"Debtconsolidation";"B";7250;11.99;0;0.15;"N";11
28;71000;"Rent";4.0;"Medical";"A";6000;8.49;0;0.08;"N";10
22;51000;"Rent";6.0;"Personal";"A";7500;5.99;0;0.15;"N";2
23;51996;"Mortgage";3.0;"Personal";"A";5000;6.92;0;0.1;"N";3
31;42000;"Rent";1.0;"Medical";"B";12000;10.99;0;0.29;"N";9
23;99200;"Mortgage";7.0;"Debtconsolidation";"A";23000;6.91;0;0.23;"N";4
22;74004;"Own";0.0;"Medical";"A";3000;6.54;0;0.04;"N";4
33;104000;"Rent";9.0;"Debtconsolidation";"B";8000;11.58;0;0.08;"N";8
24;40000;"Rent";1.0;"Medical";"B";1000;10.99;0;0.03;"N";3
26;28800;"Rent";0.0;"Homeimprovement";"D";13000;14.46;1;0.45;"N";2
24;42000;"Mortgage";0.0;"Medical";"A";19000;6.99;1;0.45;"N";3
28;30000;"Rent";3.0;"Personal";"A";10000;8.9;1;0.33;"N";5
33;124000;"Mortgage";6.0;"Debtconsolidation";"A";14000;6.03;0;0.11;"N";10
23;80000;"Rent";1.0;"Medical";"A";12000;6.62;0;0.15;"N";4
26;72645;"Own";5.0;"Venture";"A";12000;0.0;0;0.17;"N";2
29;41700;"Rent";0.0;"Education";"A";4500;0.0;0;0.11;"N";6
36;16800;"Rent";0.0;"Personal";"C";504;5.42;0;0.03;"N";14
22;69996;"Mortgage";6.0;"Venture";"B";10000;10.0;0;0.14;"N";4
40;130000;"Mortgage";0.0;"Debtconsolidation";"A";24250;6.17;0;0.19;"N";16
22;42000;"Rent";6.0;"Education";"B";2000;10.36;0;0.05;"N";4
27;41000;"Rent";6.0;"Education";"A";15000;8.49;1;0.37;"N";8
40;38000;"Rent";16.0;"Venture";"B";11000;10.37;0;0.29;"N";11
24;54000;"Rent";5.0;"Venture";"C";21600;13.49;1;0.4;"N";2
23;90000;"Rent";4.0;"Personal";"B";18000;8.88;0;0.2;"N";4
26;80000;"Mortgage";4.0;"Personal";"D";5000;14.96;0;0.06;"Y";3
22;56000;"Mortgage";3.0;"Education";"D";10075;16.29;0;0.18;"Y";4
30;70000;"Mortgage";6.0;"Homeimprovement";"B";12800;0.0;0;0.18;"N";7
24;90000;"Rent";8.0;"Homeimprovement";"B";10000;0.0;0;0.11;"N";2
23;58700;"Rent";8.0;"Personal";"B";1200;11.71;0;0.02;"N";4
25;75000;"Mortgage";9.0;"Medical";"C";4800;15.27;0;0.06;"Y";3
30;40800;"Rent";7.0;"Personal";"B";2400;11.49;1;0.06;"N";9
21;36000;"Mortgage";1.0;"Medical";"A";4000;5.42;0;0.11;"N";3
25;45000;"Rent";4.0;"Debtconsolidation";"C";15000;0.0;1;0.33;"N";2
29;20064;"Rent";3.0;"Medical";"C";4400;13.92;0;0.22;"Y";7
30;54000;"Rent";1.0;"Education";"B";6300;10.0;0;0.12;"N";7
25;60000;"Rent";1.0;"Venture";"A";8400;7.29;0;0.14;"N";2
26;48000;"Mortgage";10.0;"Venture";"C";13800;13.49;0;0.29;"Y";2
36;65458;"Mortgage";4.0;"Medical";"A";8000;7.29;0;0.12;"N";13
29;175000;"Mortgage";2.0;"Homeimprovement";"A";10000;0.0;0;0.06;"N";9
29;56000;"Mortgage";8.0;"Medical";"B";6000;10.99;0;0.11;"N";9
30;54000;"Rent";2.0;"Homeimprovement";"E";5000;15.13;1;0.09;"N";7
25;65000;"Rent";3.0;"Personal";"D";18000;15.33;1;0.28;"N";4
30;79000;"Rent";5.0;"Education";"F";15000;0.0;0;0.19;"N";7
22;18204;"Rent";2.0;"Debtconsolidation";"B";2500;11.89;0;0.14;"N";4
24;65000;"Rent";5.0;"Personal";"B";8000;9.63;0;0.12;"N";3
30;180000;"Mortgage";0.0;"Education";"A";4800;0.0;0;0.08;"N";10
46;47000;"Mortgage";5.0;"Personal";"A";6000;7.14;0;0.13;"N";15
24;75000;"Mortgage";8.0;"Debtconsolidation";"B";15000;12.21;0;0.2;"N";3
26;58000;"Rent";0.0;"Homeimprovement";"B";20000;10.25;1;0.34;"N";4
29;100000;"Rent";4.0;"Venture";"A";10000;9.63;0;0.1;"N";9
27;30000;"Rent";6.0;"Venture";"B";11500;10.36;1;0.38;"N";7
39;37200;"Rent";1.0;"Education";"C";5000;15.62;1;0.13;"N";15
24;37000;"Rent";8.0;"Medical";"A";6000;6.76;0;0.16;"N";4
